24 4192  3023  4133  3288  7961  14516  902  8226  6946  5425  4704  229  4138  11537  8156  8354  8394  6100  14513  1386  11444  10936  14747  1387  1639  16461  11544  3471  2954  10227  8358  15510  244  7323  14517  3776  3022  3902  11494  846  14101  5281  240  2000  10171  8016  13728  3291  17826  10999  15859  8774  17349  14070  14514  9208  15773  10218  11686  1645  302  2586  1164  8413  5942  4560  1381  3827  7525  10925  10659  8633  17760  3276  15796  5275  8044  1015  4450  14536  6922  8153  1177  17833  7962  6125  9979  4713  5222  8045  10663  14100  4520  11445  93  7014  8276  796  254  4140
25 786  15232  114  4526  4139  241  11539  1137  6116  15235  14284  3417  14540  3888  11680  223  3282  8405  83  10338  7782  5608  218  15239  4132  2611  11970  810  4522  815  3433  2670  4326  11976  8407  124  7163  1540  15586  3508  10726  4109  17381  5307  934  3563  7424  1429  51  3628  17764  8987  48  6618  3066  3100  715  10214  7040  6328  5430  384  4932  3103  8294  1126  10723  11128  6122  7322  803  1390  13105  15243  3421  8837  708  14144  11  14071  16879  2779  3201  12146  1380  13332  1872  6400  1121  18263  57  5291  4751  10704  6363  6115  11776  8422  789  3629
26 8393  8206  3895  10234  11447  220  2635  83  6728  3293  8414  12938  6305  2581  1343  2582  8408  8737  4439  4321  8390  3414  10162  14097  9691  2627  8200  6915  3839  3280  4066  3163  7180  3659  4372  15601  6113  438  8146  4082  5605  7183  8398  4677  14096  3950  8152  9837  1297  8674  17508  1861  10209  17506  3289  12092  2939  12208  9710  11413  2943  2942  11471  8288  3825  13638  2873  12589  212  2593  17504  1299  439  10615  12591  6112  1631  9781  5292  7992  9555  10476  8385  397  4676  9984  2767  4451  14967  3317  8290  8860  11942  7156  4354  4320  8175  13607  2214  10231
27 291  298  302  292  1386  3023  18623  13348  6123  18611  13636  4307  3553  17078  4334  87  11617  2551  6804  1788  8986  1387  8413  7483  10858  6596  93  13354  10925  4138  18614  4309  66  6125  11455  6124  902  4560  8394  11621  4525  9766  8401  17517  936  3902  1477  18613  787  18621  10238  81  17569  3834  8958  221  14183  5298  17493  15842  6126  3824  2690  371  13627  586  12467  796  8162  6127  7959  9143  18616  4133  3899  12311  8016  9170  13640  4322  3191  6389  8226  28  1093  9295  10059  8982  13114  12901  4628  50  15799  12380  18619  3276  5638  1975  18255  202
28 16288  89  86  12449  7089  13212  67  61  3200  559  897  205  9589  5721  5294  9158  3689  139  115  94  3532  1850  2216  6125  2894  5039  5851  91  309  10766  2738  10853  7101  14191  10390  6126  14106  2732  4256  649  6615  14581  801  5620  12587  1033  8589  847  8132  18029  6970  10860  8122  5141  12590  9961  11731  4517  152  15712  3295  5622  17761  846  14203  5635  11104  3039  13639  10974  3530  18203  9772  7613  16593  3548  904  16599  16562  609  11107  11190  6969  131  8043  14838  16996  3214  2746  5391  15176  6552  10967  3944  7663  12943  95  13558  9159  3353
29 8480  90  14518  8576  14066  784  6125  8481  6126  3873  801  6121  9589  6091  6127  804  6124  2585  4160  5265  6123  5429  7998  13935  1023  10024  18660  12589  12587  18665  304  5503  14274  5362  6306  8577  4826  8364  7613  5601  788  5892  4269  4916  2942  14105  807  291  3474  1008  4175  1730  6315  3868  10054  10016  56  1018  10349  14795  6167  12092  18225  5176  298  5384  17494  1949  4452  17579  3592  10389  3481  3897  9295  7989  16527  17293  13639  5602  1297  2166  7284  8313  7131  5486  1016  9290  11412  5027  562  8983  117  6313  12449  2871  6175  1737  10324  11627
30 6116  57  786  11539  4526  51  4522  5291  7163  831  2935  6085  4132  95  11543  6618  13170  42  4513  13988  3433  3417  7677  17381  2288  5307  17510  6611  2300  82  2933  5608  2291  12578  6655  124  17745  7059  7441  17519  43  1383  1936  8019  1515  6760  6035  13105  12091  4456  5290  789  815  11258  7259  2254  1390  6784  17750  824  12175  1126  9753  17087  11970  4642  3161  2296  715  17248  4109  11950  9754  6120  4037  6639  7424  8955  11500  94  1331  16828  6807  241  2483  5603  1872  11702  4576  2926  12086  14540  114  7354  14390  11976  80  13423  7103  1380
31 95  6123  292  8364  6124  6126  14514  13551  1018  14544  6125  16596  6127  209  14552  4591  17348  1427  7998  10495  8999  4589  8362  17129  17235  12936  14554  2406  1917  1473  1474  1016  8415  17132  10210  13358  10211  2938  202  7990  17067  4460  11602  7275  3736  8913  4517  13203  4689  3309  14111  14810  9589  6805  14714  9656  527  9553  14717  2842  8977  3481  10214  6804  7387  9006  9754  203  837  2306  214  2031  14550  13549  11134  3976  15613  5181  17130  824  3906  14577  14809  17838  13976  13550  4587  17504  5885  4143  4452  13153  5223  2642  10213  257  3308  13201  256  3898
32 145  144  147  146  8134  148  4524  4561  11816  4518  11817  6147  537  6145  15455  362  2894  93  11541  2743  363  9405  16052  5271  12399  50  2018  10961  534  9392  4539  11841  3069  2740  5476  1488  4503  9614  11848  10789  6067  10794  15427  4506  4563  12798  4146  572  9406  5867  361  4523  606  9491  735  5478  16057  2888  4569  6626  9953  14473  2119  526  12896  725  2189  14468  4512  2178  7433  12256  11288  10779  4252  9064  3942  2899  4028  5126  11699  10783  5101  179  10798  11710  10281  516  80  12394  5076  1205  7798  17062  10886  14474  14589  2732  539  10791
33 2880  837  4565  6158  4573  10445  6097  6274  845  1561  6149  13929  4497  6157  2747  11222  10882  10442  10443  57  6146  2748  6483  2705  4414  9204  896  2712  4065  6820  10880  215  18462  11763  11815  223  4637  10971  379  268  5167  5842  18767  7700  10893  18454  2785  2694  10496  10507  888  11859  10890  7539  18457  16679  11809  8444  3521  6663  2502  9427  6096  882  11570  6111  18342  1199  9062  15914  455  10317  11230  9970  7401  8978  17791  2418  3189  11228  9203  2323  7535  9210  14030  4077  3726  1414  11227  6836  4329  11647  6994  689  154  2114  15703  252  18229  4040
34 2880  223  6158  10463  1626  3985  845  2212  5840  5455  891  837  3984  4414  7401  1343  8158  150  1207  1208  6768  6146  7218  4385  5225  1384  2124  2125  10970  10442  6836  10882  16958  10880  9237  2705  3895  1561  10462  10443  11222  197  18300  10789  7349  888  14109  10457  1968  6176  10902  17261  10496  6124  11227  7418  57  1867  1177  190  16630  10453  10971  2114  3965  17895  4717  201  4321  5768  11647  4160  11815  10866  2694  10912  3090  6544  3095  585  12014  11809  2712  1378  6280  11979  2747  1882  9427  2122  11948  11545  795  18295  15124  363  4543  886  11037  5197
35 10902  11822  6158  150  358  5167  11809  888  2880  10463  7218  2124  2125  2705  1561  9239  1511  6157  6072  11719  356  837  9612  1328  10443  6101  6111  886  6146  57  584  6836  6096  894  6049  3985  10793  6058  10453  1968  17254  8158  6074  2731  3984  3146  17261  7241  8425  9237  3090  2703  223  1207  1208  6587  8416  5825  15035  10457  6108  8120  6125  6670  1803  10496  13944  885  6176  6579  1334  642  7609  10501  366  10442  6126  10489  4647  10507  891  3089  5859  5871  158  6054  8380  13610  2963  1415  4500  10503  9203  585  14046  583  6149  6555  2208  5985
36 10793  1792  9612  17691  6158  9800  4079  268  5073  10795  5167  6670  2730  2731  15099  14292  6111  14042  2124  2125  2905  18737  5279  14039  1227  14040  4507  5871  3588  9803  5763  190  7698  2516  6612  5265  4904  4162  18736  4961  3189  9096  8136  2705  17690  5865  2703  5965  9700  14528  716  717  3243  14291  10771  1408  17689  2797  17692  3947  4324  5292  6108  13675  13585  1414  13600  260  3016  529  7609  11809  5859  1903  5316  9826  1605  5767  201  9745  150  7842  9830  5766  18538  5348  3541  5301  8459  1489  15911  9828  4804  3154  4030  6587  16724  15286  12384  4637
37 6147  6145  11537  11544  12177  11541  6144  82  12186  152  1553  9604  9241  9603  8087  4330  9245  9235  11716  5023  11720  11633  11808  13412  15953  4511  14077  9609  10790  13156  306  8412  8402  11107  11615  6114  6301  4016  9611  11108  305  9237  6389  11641  14465  11642  11104  2117  156  2743  12797  7532  5969  11709  10056  4541  9997  11540  11686  1429  3100  13580  1015  10294  7520  315  7481  11549  2455  17258  6936  4552  5912  7968  10291  7711  15908  11991  10069  7828  12723  4070  12735  6152  17729  15931  12859  13420  6992  14468  4493  5843  17616  1058  8414  7699  3193  14388  4533  609
38 6151  157  903  3091  12011  9601  9244  9607  5358  9613  18148  9247  16138  2717  9234  10788  10792  2693  17333  10454  10908  154  159  4077  5392  14192  17695  3413  4560  4242  8822  5764  7330  11941  11926  15923  4163  18445  13682  18433  7175  18288  4656  5160  13632  17901  3444  10784  16135  4833  9238  4168  17962  4671  5479  13343  7479  7336  4154  11702  180  10903  1762  11763  10905  9929  2747  4075  6275  12715  3421  4772  2736  2036  820  3995  3628  7587  14831  2421  17771  12714  4253  963  13413  319  9846  6248  17028  13886  1418  6234  11055  17954  4499  8095  4132  13218  15067  9577
39 15103  14475  15102  9091  9243  17964  17337  11771  9428  10585  1792  1688  17339  14690  1798  5768  10753  10795  5441  11811  12293  255  4510  824  4024  15743  1693  7306  14042  2698  11930  12837  4507  9240  10400  1515  1692  12289  2983  16477  9612  18144  5588  6348  14094  4324  6007  14217  15977  15101  6346  6125  356  18851  17332  9239  3245  18622  15959  8312  9745  17334  6156  3146  6077  6210  5775  190  2705  13157  2741  17943  9095  4961  3053  6214  6749  5885  11454  6670  13273  6127  5  2304  6126  5317  4023  5629  1507  13759  6149  18152  18274  12717  1559  7772  3282  9402  6597  10790
40 12177  82  12186  6145  6147  6144  152  4511  11615  11633  9604  7532  11709  11720  1553  9609  364  6301  156  2117  8087  11701  11108  9241  15953  17258  6104  1799  14465  11634  11716  8412  9603  6114  11574  6106  11583  8402  11107  5912  14464  9245  11808  15952  6159  13412  17729  11607  7828  609  11582  7521  10294  9235  11727  4248  4070  11689  5706  189  5152  10510  4552  11696  367  11641  6110  10291  6153  6389  10056  11080  10582  11104  15347  9921  1456  179  83  11544  5023  12723  4016  4548  9237  11541  9997  10869  6548  2455  1389  14390  17557  9545  12468  6057  6115  4808  4943  8095
41 9243  9240  1798  14475  4324  1801  9610  9428  11811  18797  10975  15959  18622  12293  13409  6156  4024  9602  12742  4409  9600  6001  9286  1559  12512  4508  9287  6348  11354  9281  1796  1692  12288  6146  14094  11650  6571  18152  15103  9606  11226  1688  12831  2215  8401  9546  3245  12738  5575  12748  18548  2256  10199  3990  16445  11454  10042  10405  17339  4901  5167  5885  3009  18554  11930  6527  9266  1565  6346  17964  8531  12825  6448  11927  11536  971  17337  10029  281  5768  5087  4547  11229  4255  4566  13414  5579  1507  5171  12289  3973  18559  9808  9271  5698  18306  8413  18541  13418  3983
42 10792  10797  10799  13671  4384  4386  4391  10784  10788  4405  4394  1374  10450  10685  9215  4411  17698  11726  4806  10778  1369  2701  10764  10772  12003  1488  352  367  11766  1566  52  12790  980  897  10767  1294  9202  4509  10754  13676  16628  15347  9209  10774  1500  14868  10733  12794  5608  1269  10710  11724  988  841  10770  1799  1419  1365  1804  10769  16063  12787  10765  11823  10760  11764  12785  9180  5384  12177  10727  15397  14033  9924  12186  5300  10504  6155  16634  11772  1287  10677  4158  14037  7701  11407  4072  8527  15420  487  82  1793  1526  11770  11932  17771  5998  828  11280  3788
43 6151  18148  12011  3091  903  7175  9613  157  4077  2717  5160  15923  14192  13632  9244  13682  17962  9607  5358  8822  5392  4671  17695  6987  5479  7587  13218  9601  7330  180  1715  6393  154  2693  15920  6234  17954  16138  18433  2747  11941  13343  11926  10595  10788  15135  12786  17957  15067  4499  18445  4560  17764  4242  2571  4833  9234  3066  8980  10792  9247  15173  6645  17901  17771  159  590  13886  4168  849  3992  4573  10908  4772  1713  2300  1714  15134  6248  2421  4163  13216  9797  16649  13413  18228  319  4565  818  9532  9577  7479  5764  6718  11925  17773  4656  11702  9238  8070
44 5868  9240  9610  6000  15103  11811  4324  16675  8020  9602  9546  9243  9932  8598  3414  8604  6002  10796  445  10297  17958  8403  2259  859  18050  14475  10683  3983  444  11497  16445  7270  13409  8417  16442  12288  11354  16218  5087  4966  10016  17952  17337  14289  971  5698  5773  1412  16210  8597  13271  5855  8071  13109  10002  16694  2271  8397  7705  13995  10898  9804  9878  5916  13627  15909  1693  14471  1692  6100  17956  11043  446  858  8177  11041  856  14202  6840  8406  9887  5441  9281  10287  15292  14095  8395  1688  11171  9606  17339  12083  5157  2419  8404  18434  4076  17740  18152  7383
45 9240  9610  5868  2120  2719  16674  2331  5440  11041  17682  10796  9243  6067  7983  7977  9291  5814  11043  2248  59  9282  6339  10390  16442  16675  205  13995  6840  6146  457  8598  18300  13999  7170  2243  4532  9428  2119  2157  5698  12236  13762  6100  6157  9101  2416  18731  2127  4390  14111  6149  6064  17958  10016  9892  9092  1171  8025  8108  6300  11109  18799  5871  6000  7975  6752  12032  4389  12784  266  7426  2109  9807  9804  2746  2611  8529  8470  10827  7427  17740  5835  13109  14474  18814  16111  14866  8020  2031  15829  17680  14096  3983  2325  8474  3725  312  9728  12316  1572
46 10792  10797  4386  1488  10799  10450  9215  4394  4411  4391  10772  4405  11823  17698  10784  2701  4384  1500  52  10788  11726  4806  16628  6150  12177  10504  1799  10685  987  367  11764  12186  6155  1566  897  4520  10778  1526  1294  9057  1228  16634  11766  1269  352  889  13671  841  5384  5608  12003  1287  9202  15397  9209  904  11350  3788  10770  15420  10710  7468  10769  487  11819  7252  12794  15395  12790  9060  9016  11812  11724  10733  10727  10764  5765  9069  1489  5390  10774  10408  5451  6145  5998  1374  11705  1494  2117  1804  5486  6144  315  7532  14052  16037  11932  15394  9609  15347
